IS_Number,Title,Section,Year_Notified,ICS_Code,Status,Applicable_To,Scope_Description
IS 3695-2:2007,Performance req,Transport Engine,2007,79.048,Active,vehicle safety be,"Applicable to vehicle safety belts manufactured, tes"
IS 3828-2:2021,Sampling and tes,Medical Equipme,2021,76.099,Withdrawn,X-ray equipment,"Applicable to X-ray equipment manufactured, teste"
IS 3820-4:2003,Guidelines for ox,Medical Equipme,2003,50.095,Active,oxygen concentr,"Applicable to oxygen concentrators manufactured,"
IS 810-5:2014,Classification an,Electrotechnical,2014,61.027,Active,electric irons,"Applicable to electric irons manufactured, tested, or"
IS 4127-4:1995,Safety requireme,"Petroleum, Coal",1995,83.036,Active,automotive fuels,"Applicable to automotive fuels manufactured, tested"
IS 4034-6:2003,Performance req,Civil Engineering,2003,80.061,Active,earthquake resis,Applicable to earthquake resistant design manufact
IS 1888-6:2003,Performance req,Chemical,2003,19.098,Active,cleaning agents,"Applicable to cleaning agents manufactured, tested"
IS 3703-4:2015,Performance req,Transport Engine,2015,71.084,Withdrawn,automotive batte,"Applicable to automotive batteries manufactured, te"
IS 2984:2016,Specification for,Electronics and I,2016,77.074,Active,smart card reade,"Applicable to smart card readers manufactured, tes"
IS 4053-5:1992,General requirem,Civil Engineering,1992,55.015,Active,prefabricated stru,Applicable to prefabricated structures manufactured
IS 3822-2:2001,Quality requirem,Medical Equipme,2001,90.081,Under Revision,nebulizers,"Applicable to nebulizers manufactured, tested, or s"
IS 3949-2:1993,Sampling and tes,Textile,1993,42.09,Withdrawn,geotextiles,"Applicable to geotextiles manufactured, tested, or s"
IS 2995-6:1993,Code of practice,Electronics and I,1993,79.035,Under Revision,audio and video,Applicable to audio and video equipment manufact
IS 1805-3:2000,Safety requireme,Water Resources,2000,71.025,Active,water storage tan,"Applicable to water storage tanks manufactured, te"
IS 1887-3:2006,Safety requireme,Chemical,2006,11.021,Active,plastics and poly,"Applicable to plastics and polymers manufactured,"
IS 359-4:1991,Guidelines for pr,Mechanical Engi,1991,59.037,Active,pressure vessels,"Applicable to pressure vessels manufactured, teste"
IS 367-2:2001,Quality requirem,Mechanical Engi,2001,92.094,Under Revision,industrial fans,"Applicable to industrial fans manufactured, tested, o"
IS 365-2:2021,Methods of test f,Mechanical Engi,2021,40.064,Active,industrial fastene,"Applicable to industrial fasteners manufactured, tes"
IS 1774-5:1990,Guidelines for fo,Food and Agricu,1990,19.097,Under Revision,food colours,"Applicable to food colours manufactured, tested, or"
IS 2999-4:1991,Code of practice,Electronics and I,1991,77.037,Active,smart card reade,"Applicable to smart card readers manufactured, tes"
IS 1830-2:1995,Code of practice,Water Resources,1995,43.058,Active,effluent treatmen,"Applicable to effluent treatment manufactured, teste"
IS 1776-5:2010,Methods of test f,Food and Agricu,2010,44.071,Active,honey,"Applicable to honey manufactured, tested, or sold i"
IS 470-4:2015,Sampling and tes,Management and,2015,63.098,Active,records managem,Applicable to records management practices manu
IS 1902-6:2001,General requirem,Chemical,2001,11.047,Active,plastics and poly,"Applicable to plastics and polymers manufactured,"
IS 3920:2016,General requirem,Textile,2016,94.01,Active,cotton yarn,"Applicable to cotton yarn manufactured, tested, or s"
IS 3668:2016,Classification an,Transport Engine,2016,71.069,Withdrawn,automotive batte,"Applicable to automotive batteries manufactured, te"
IS 3680-3:2016,Code of practice,Transport Engine,2016,53.075,Active,commercial vehic,Applicable to commercial vehicle bodies manufactu
IS 3697-4:2015,Performance req,Transport Engine,2015,34.083,Under Revision,helmets for two w,Applicable to helmets for two wheelers manufacture
IS 3955-6:2017,Performance req,Textile,2017,19.07,Active,carpets and floor,Applicable to carpets and floor coverings manufactu
IS 574-4:2005,Code of practice,Metallurgical Eng,2005,67.041,Active,steel bars for con,"Applicable to steel bars for concrete manufactured,"
IS 800-5:2002,Safety requireme,Electrotechnical,2002,61.051,Active,electric irons,"Applicable to electric irons manufactured, tested, or"
IS 3913-6:2023,Safety requireme,Textile,2023,61.071,Under Revision,silk fabric,"Applicable to silk fabric manufactured, tested, or so"
IS 1281-2:1993,Sampling and tes,Production and G,1993,72.059,Active,quality control sa,Applicable to quality control sampling methods man
IS 4074-4:2023,Sampling and tes,Civil Engineering,2023,63.016,Active,bitumen for roads,"Applicable to bitumen for roads manufactured, teste"
IS 3800-6:2001,Specification for,Medical Equipme,2001,33.05,Active,diagnostic reage,"Applicable to diagnostic reagents manufactured, te"
IS 3916-3:2012,Safety requireme,Textile,2012,35.084,Active,surgical dressing,Applicable to surgical dressing materials manufactu
IS 352-3:2018,General requirem,Mechanical Engi,2018,72.028,Under Revision,welding electrode,"Applicable to welding electrodes manufactured, tes"
IS 4069-3:2002,Guidelines for ea,Civil Engineering,2002,80.098,Active,earthquake resis,Applicable to earthquake resistant design manufact
IS 835-2:2021,Methods of test f,Electrotechnical,2021,61.088,Active,electric irons,"Applicable to electric irons manufactured, tested, or"
IS 559:1998,Specification for,Metallurgical Eng,1998,67.068,Active,steel bars for con,"Applicable to steel bars for concrete manufactured,"
IS 2989-4:2019,Classification an,Electronics and I,2019,77.046,Active,smart card reade,"Applicable to smart card readers manufactured, tes"
IS 840-3:1994,Performance req,Electrotechnical,1994,73.013,Active,switches and soc,"Applicable to switches and sockets manufactured, t"
IS 4088:2010,Specification for,"Petroleum, Coal",2010,60.039,Active,kerosene,"Applicable to kerosene manufactured, tested, or so"
IS 3944:2020,Guidelines for no,Textile,2020,36.014,Withdrawn,non-woven fabric,"Applicable to non-woven fabrics manufactured, test"
IS 471:2004,Safety requireme,Management and,2004,65.097,Under Revision,food safety mana,Applicable to food safety management systems ma
IS 364-3:1996,Guidelines for pu,Mechanical Engi,1996,68.033,Active,pumps for indust,Applicable to pumps for industrial use manufacture
IS 343-6:2015,Safety requireme,Mechanical Engi,2015,53.032,Withdrawn,hand tools,"Applicable to hand tools manufactured, tested, or s"
IS 1262-5:2012,Guidelines for ind,Production and G,2012,79.011,Active,industrial safety e,Applicable to industrial safety equipment manufactu
IS 1845-3:1994,Sampling and tes,Water Resources,1994,71.011,Active,water storage tan,"Applicable to water storage tanks manufactured, te"
IS 1908-2:2003,Quality requirem,Chemical,2003,29.038,Active,detergents and s,"Applicable to detergents and soaps manufactured,"
IS 3803-3:2012,Specification for,Medical Equipme,2012,81.091,Withdrawn,PPE kits,"Applicable to PPE kits manufactured, tested, or sol"
IS 380:2012,Performance req,Mechanical Engi,2012,65.03,Active,valves,"Applicable to valves manufactured, tested, or sold i"
IS 1838-6:2019,Guidelines for wa,Water Resources,2019,64.011,Under Revision,water pumps for,Applicable to water pumps for irrigation manufactur
IS 2973-2:1991,Specification for,Electronics and I,1991,31.057,Active,power adapters,"Applicable to power adapters manufactured, tested"
IS 334-3:2020,Safety requireme,Mechanical Engi,2020,68.085,Active,pumps for indust,Applicable to pumps for industrial use manufacture
IS 3911-6:2023,Performance req,Textile,2023,35.053,Active,surgical dressing,Applicable to surgical dressing materials manufactu
IS 3910-5:2022,Performance req,Textile,2022,99.052,Active,textile testing me,"Applicable to textile testing methods manufactured,"
IS 3914-5:2022,Specification for,Textile,2022,42.062,Withdrawn,geotextiles,"Applicable to geotextiles manufactured, tested, or s"
IS 1928-6:2005,Methods of test f,Chemical,2005,19.016,Active,cleaning agents,"Applicable to cleaning agents manufactured, tested"
IS 3917-4:2013,Safety requireme,Textile,2013,85.021,Active,wool products,"Applicable to wool products manufactured, tested, o"
IS 2987-6:2021,General requirem,Electronics and I,2021,94.033,Active,laptop batteries,"Applicable to laptop batteries manufactured, tested"
IS 3791-5:2008,Safety requireme,Medical Equipme,2008,29.039,Active,medical thermom,"Applicable to medical thermometers manufactured,"
IS 4074-4:2009,Sampling and tes,Civil Engineering,2009,63.016,Active,bitumen for roads,"Applicable to bitumen for roads manufactured, teste"
IS 596-2:1993,Methods of test f,Metallurgical Eng,1993,13.07,Active,structural steel se,Applicable to structural steel sections manufactured
IS 1238:2004,Performance req,Production and G,2004,52.065,Active,surface roughnes,Applicable to surface roughness measurement man
IS 4082-2:2019,Safety requireme,Civil Engineering,2019,81.078,Withdrawn,waterproofing co,Applicable to waterproofing compounds manufactu
IS 1252-3:2018,Classification an,Production and G,2018,99.022,Active,dimensional toler,Applicable to dimensional tolerances manufactured
IS 4082-2:2005,Safety requireme,Civil Engineering,2005,81.078,Withdrawn,waterproofing co,Applicable to waterproofing compounds manufactu
IS 594-2:2001,Guidelines for wi,Metallurgical Eng,2001,25.078,Active,wire ropes,"Applicable to wire ropes manufactured, tested, or s"
IS 2972-5:2002,Performance req,Electronics and I,2002,30.043,Active,wireless commun,Applicable to wireless communication equipment m
IS 3805:2022,General requirem,Medical Equipme,2022,50.097,Active,oxygen concentr,"Applicable to oxygen concentrators manufactured,"
IS 1774-5:2010,Guidelines for fo,Food and Agricu,2010,19.097,Under Revision,food colours,"Applicable to food colours manufactured, tested, or"
IS 3676:2022,General requirem,Transport Engine,2022,65.029,Active,tractor safety sta,Applicable to tractor safety standards manufactured
IS 3835-5:2010,Safety requireme,Medical Equipme,2010,33.064,Active,hospital beds,"Applicable to hospital beds manufactured, tested, o"
IS 344:2016,General requirem,Mechanical Engi,2016,59.07,Active,pressure vessels,"Applicable to pressure vessels manufactured, teste"
IS 4061-3:1996,Quality requirem,Civil Engineering,1996,32.097,Under Revision,building lime,"Applicable to building lime manufactured, tested, or"
IS 3796-6:2023,Classification an,Medical Equipme,2023,99.046,Active,disposable syring,"Applicable to disposable syringes manufactured, te"
IS 3805-3:2018,Classification an,Medical Equipme,2018,33.092,Active,diagnostic reage,"Applicable to diagnostic reagents manufactured, te"
IS 574-6:2001,General requirem,Metallurgical Eng,2001,98.015,Active,copper wire rods,"Applicable to copper wire rods manufactured, teste"
IS 360:1994,Quality requirem,Mechanical Engi,1994,65.081,Active,valves,"Applicable to valves manufactured, tested, or sold i"
IS 3828-6:2005,Guidelines for PP,Medical Equipme,2005,81.056,Withdrawn,PPE kits,"Applicable to PPE kits manufactured, tested, or sol"
IS 819-6:2021,General requirem,Electrotechnical,2021,24.088,Active,capacitors,"Applicable to capacitors manufactured, tested, or s"
IS 608-2:2019,Safety requireme,Metallurgical Eng,2019,40.081,Withdrawn,galvanized steel,"Applicable to galvanized steel manufactured, tested"
IS 582-6:2013,Code of practice,Metallurgical Eng,2013,96.017,Under Revision,pig iron,"Applicable to pig iron manufactured, tested, or sold"
IS 809-4:2013,Classification an,Electrotechnical,2013,68.078,Active,electric fans,"Applicable to electric fans manufactured, tested, or"
IS 3926-5:2006,Code of practice,Textile,2006,32.05,Active,woven fabrics,"Applicable to woven fabrics manufactured, tested, o"
IS 3686-3:2016,Methods of test f,Transport Engine,2016,25.059,Active,automotive lightin,"Applicable to automotive lighting manufactured, tes"
IS 1815:1996,General requirem,Water Resources,1996,59.089,Active,water quality for,Applicable to water quality for drinking purposes ma
IS 1243-2:2011,Specification for,Production and G,2011,22.098,Active,material handling,Applicable to material handling equipment manufac
IS 1841-5:2018,Sampling and tes,Water Resources,2018,46.045,Active,irrigation equipm,"Applicable to irrigation equipment manufactured, te"
IS 583:2014,Code of practice,Metallurgical Eng,2014,13.01,Withdrawn,non-ferrous meta,Applicable to non-ferrous metal castings manufactu
IS 3919-4:2007,Specification for,Textile,2007,36.039,Withdrawn,non-woven fabric,"Applicable to non-woven fabrics manufactured, test"
IS 4123-4:1995,Sampling and tes,"Petroleum, Coal",1995,60.046,Active,kerosene,"Applicable to kerosene manufactured, tested, or so"
IS 1852-6:2003,Safety requireme,Water Resources,2003,93.027,Active,water meters,"Applicable to water meters manufactured, tested, o"
IS 1751-2:1997,Classification an,Food and Agricu,1997,44.041,Active,honey,"Applicable to honey manufactured, tested, or sold i"
IS 4128-5:1996,Safety requireme,"Petroleum, Coal",1996,73.024,Active,lubricants for eng,"Applicable to lubricants for engines manufactured,"
IS 3953-4:2009,Performance req,Textile,2009,86.028,Under Revision,textile dyeing me,"Applicable to textile dyeing methods manufactured,"
IS 3809:2008,Quality requirem,Medical Equipme,2008,26.097,Active,surgical instrume,"Applicable to surgical instruments manufactured, te"
IS 347-2:2017,Specification for,Mechanical Engi,2017,92.059,Under Revision,industrial fans,"Applicable to industrial fans manufactured, tested, o"
IS 4124:2006,Methods of test f,"Petroleum, Coal",2006,36.093,Active,industrial waxes,"Applicable to industrial waxes manufactured, tested"
IS 1854-2:1999,Safety requireme,Water Resources,1999,68.062,Withdrawn,borewell construc,"Applicable to borewell construction manufactured, t"
IS 3690:2006,Methods of test f,Transport Engine,2006,28.079,Active,automotive glass,"Applicable to automotive glass manufactured, teste"
IS 3668:2002,Classification an,Transport Engine,2002,71.069,Withdrawn,automotive batte,"Applicable to automotive batteries manufactured, te"
IS 1738:2004,Performance req,Food and Agricu,2004,36.03,Active,pulses,"Applicable to pulses manufactured, tested, or sold"
